target_gene,target_gene_id,sgID_AB,cluster_id
RTCB,ENSG00000100220,RTCB_+_32808194.23-P1P2|RTCB_+_32808188.23-P1P2,15
RTEL1,ENSG00000258366,RTEL1_-_62289757.23-P1P2|RTEL1_+_62289914.23-P1P2,15
RTF1,ENSG00000137815,RTF1_-_41709376.23-P1P2|RTF1_-_41709401.23-P1P2,3
RTTN,ENSG00000176225,RTTN_+_67872884.23-P1P2|RTTN_+_67872899.23-P1P2,15
RUVBL1,ENSG00000175792,RUVBL1_+_127842420.23-P1P2|RUVBL1_+_127842630.23-P1P2,9
SACM1L,ENSG00000211456,SACM1L_-_45730905.23-P1P2|SACM1L_-_45730829.23-P1P2,15
SAE1,ENSG00000142230,SAE1_-_47634169.23-P1P2|SAE1_-_47634161.23-P1P2,1
SAMM50,ENSG00000100347,SAMM50_+_44351418.23-P1P2|SAMM50_-_44351462.23-P1P2,12
SAP130,ENSG00000136715,SAP130_+_128785641.23-P1P2|SAP130_+_128785612.23-P1P2,8
SAP18,ENSG00000150459,SAP18_+_21714669.23-P1P2|SAP18_-_21714706.23-P1P2,15
SAP30BP,ENSG00000161526,SAP30BP_+_73663509.23-P1P2|SAP30BP_-_73663445.23-P1P2,8
SARNP,ENSG00000205323,SARNP_+_56211448.23-P1P2|SARNP_+_56211428.23-P1P2,15
SARS2,ENSG00000104835,SARS2_+_39421325.23-P1P2|SARS2_-_39421318.23-P1P2,15
SART1,ENSG00000175467,SART1_-_65729256.23-P1P2|SART1_-_65729572.23-P1P2,11
SART3,ENSG00000075856,SART3_+_108954728.23-P1P2|SART3_+_108954905.23-P1P2,11
SASS6,ENSG00000156876,SASS6_-_100598444.23-P1P2|SASS6_+_100598418.23-P1P2,15
SBDS,ENSG00000126524,SBDS_+_66460557.23-P1P2|SBDS_+_66460166.23-P1P2,15
SBNO1,ENSG00000139697,SBNO1_-_123849323.23-P1P2|SBNO1_-_123849326.23-P1P2,15
SCAF1,ENSG00000126461,SCAF1_-_50145510.23-P1P2|SCAF1_+_50145523.23-P1P2,8
SCAP,ENSG00000114650,SCAP_-_47517316.23-P1P2|SCAP_-_47517296.23-P1P2,15
SCFD1,ENSG00000092108,SCFD1_-_31091597.23-P1P2|SCFD1_-_31091592.23-P1P2,8
SCNM1,ENSG00000163156,SCNM1_-_151138590.23-P1P2|SCNM1_+_151138551.23-P1P2,15
SDAD1,ENSG00000198301,SDAD1_+_76912051.23-P1P2|SDAD1_+_76911899.23-P1P2,23
SDC1,ENSG00000115884,SDC1_+_20424403.23-P1P2|SDC1_+_20424790.23-P1P2,1
SDE2,ENSG00000143751,SDE2_+_226187037.23-P1P2|SDE2_+_226187030.23-P1P2,15
SDHA,ENSG00000073578,SDHA_-_218477.23-P1P2|SDHA_+_218895.23-P1P2,8
SDHAF2,ENSG00000167985,SDHAF2_+_61197543.23-P1P2|SDHAF2_+_61197835.23-P1P2,15
SDHC,ENSG00000143252,SDHC_+_161284139.23-P1P2|SDHC_-_161284228.23-P1P2,8
SDHD,ENSG00000204370,SDHD_-_111957602.23-P1P2|SDHD_+_111957583.23-P1P2,15
SEC13,ENSG00000157020,SEC13_+_10362755.23-P1P2|SEC13_-_10362784.23-P1P2,10
SEC16A,ENSG00000148396,SEC16A_+_139377476.23-P1P2|SEC16A_-_139377484.23-P1P2,15
SEC61A1,ENSG00000058262,SEC61A1_-_127771295.23-P1|SEC61A1_-_127771292.23-P1,8
SEC61A1,ENSG00000058262,SEC61A1_+_127783820.23-P2|SEC61A1_+_127783788.23-P2,15
SEC61B,ENSG00000106803,SEC61B_+_101984577.23-P1P2|SEC61B_-_101984591.23-P1P2,8
SEC61G,ENSG00000132432,SEC61G_-_54826545.23-P1P2|SEC61G_+_54826873.23-P1P2,12
SEC63,ENSG00000025796,SEC63_+_108278979.23-P1P2|SEC63_-_108279195.23-P1P2,15
SEH1L,ENSG00000085415,SEH1L_-_12948049.23-P1P2|SEH1L_-_12948044.23-P1P2,1
SENP6,ENSG00000112701,SENP6_+_76311650.23-P1P2|SENP6_+_76311992.23-P1P2,15
SEPHS2,ENSG00000179918,SEPHS2_-_30457178.23-P1P2|SEPHS2_+_30457164.23-P1P2,15
SEPSECS,ENSG00000109618,SEPSECS_-_25162088.23-P1P2|SEPSECS_-_25161998.23-P1P2,15
SERBP1,ENSG00000142864,SERBP1_-_67896013.23-P1P2|SERBP1_+_67895645.23-P1P2,15
SETD1A,ENSG00000099381,SETD1A_-_30969713.23-P1P2|SETD1A_+_30969358.23-P1P2,16
SETD2,ENSG00000181555,SETD2_-_47205192.23-P1P2|SETD2_-_47205071.23-P1P2,15
SETDB1,ENSG00000143379,SETDB1_+_150898858.23-P1P2|SETDB1_-_150898815.23-P1P2,1
SF1,ENSG00000168066,SF1_+_64545784.23-P1P2|SF1_+_64545972.23-P1P2,1
SF3A1,ENSG00000099995,SF3A1_-_30736749.23-P2|SF3A1_-_30736509.23-P2,15
SF3A1,ENSG00000099995,SF3A1_+_30752830.23-P1|SF3A1_-_30752688.23-P1,14
SF3A2,ENSG00000104897,SF3A2_-_2236876.23-P1|SF3A2_-_2236863.23-P1,14
SF3A2,ENSG00000104897,SF3A2_+_2243491.23-P2|SF3A2_+_2243552.23-P2,15
SF3B1,ENSG00000115524,SF3B1_-_198299356.23-P1P2|SF3B1_-_198299753.23-P1P2,14
SF3B2,ENSG00000087365,SF3B2_-_65820053.23-P1P2|SF3B2_-_65819849.23-P1P2,14
SF3B3,ENSG00000189091,SF3B3_-_70557770.23-P1P2|SF3B3_-_70558137.23-P1P2,14
SF3B4,ENSG00000143368,SF3B4_+_149899609.23-P1P2|SF3B4_+_149899616.23-P1P2,14
SF3B5,ENSG00000169976,SF3B5_-_144416509.23-P1P2|SF3B5_+_144416685.23-P1P2,14
SFPQ,ENSG00000116560,SFPQ_-_35658705.23-P1P2|SFPQ_-_35658295.23-P1P2,1
SFSWAP,ENSG00000061936,SFSWAP_+_132196022.23-P1P2|SFSWAP_-_132195670.23-P1P2,2
SGPP1,ENSG00000126821,SGPP1_+_64194760.23-P1P2|SGPP1_+_64194764.23-P1P2,8
SEM1,ENSG00000127922,SHFM1_+_96339147.23-P1P2|SHFM1_+_96339150.23-P1P2,10
SHQ1,ENSG00000144736,SHQ1_+_72897533.23-P1P2|SHQ1_+_72897517.23-P1P2,15
SIGLEC14,ENSG00000254415,SIGLEC14_-_52149990.23-P1P2|SIGLEC14_+_52150020.23-P1P2,15
SIN3A,ENSG00000169375,SIN3A_-_75743971.23-P1|SIN3A_-_75743934.23-P1,8
SIN3A,ENSG00000169375,SIN3A_+_75747995.23-P2|SIN3A_-_75748095.23-P2,15
SKA1,ENSG00000154839,SKA1_-_47901441.23-P1P2|SKA1_+_47901483.23-P1P2,15
SKA3,ENSG00000165480,SKA3_-_21750609.23-P1P2|SKA3_+_21750674.23-P1P2,8
SKP1,ENSG00000113558,SKP1_-_133512608.23-P1P2|SKP1_-_133512401.23-P1P2,2
SKP2,ENSG00000145604,SKP2_-_36152309.23-P1P2|SKP2_-_36152218.23-P1P2,8
SLBP,ENSG00000163950,SLBP_-_1713995.23-P1P2|SLBP_+_1713634.23-P1P2,21
SLC16A5,ENSG00000170190,SLC16A5_-_73084484.23-P1P2|SLC16A5_-_73084264.23-P1P2,8
SLC1A5,ENSG00000105281,SLC1A5_+_47288025.23-P2|SLC1A5_-_47288033.23-P2,8
SLC1A5,ENSG00000105281,SLC1A5_+_47291839.23-P1|SLC1A5_+_47291829.23-P1,8
SLC25A10,ENSG00000183048,SLC25A10_+_79670502.23-P1P2|SLC25A10_+_79670494.23-P1P2,12
SLC25A26,ENSG00000144741,SLC25A26_-_66119330.23-ENST00000354883.6|SLC25A26_-_66119533.23-ENST00000354883.6,8
SLC25A3,ENSG00000075415,SLC25A3_-_98987489.23-P1P2|SLC25A3_-_98987494.23-P1P2,15
SLC35B1,ENSG00000121073,SLC35B1_-_47785242.23-P1P2|SLC35B1_-_47785236.23-P1P2,8
SLC35G6,ENSG00000259224,SLC35G6_+_7384871.23-ENST00000412468.2|SLC35G6_+_7384868.23-ENST00000412468.2,15
SLC39A10,ENSG00000196950,SLC39A10_-_196522142.23-P1P2|SLC39A10_-_196521978.23-P1P2,15
SLC39A7,ENSG00000112473,SLC39A7_-_33168697.23-P1P2|SLC39A7_-_33168709.23-P1P2,15
SLC39A9,ENSG00000029364,SLC39A9_+_69865454.23-P1P2|SLC39A9_-_69865448.23-P1P2,15
SLC4A5,ENSG00000188687,SLC4A5_-_74590469.23-P2|SLC4A5_+_74590462.23-P2,15
SLC4A5,ENSG00000188687,SLC4A5_+_74517447.23-P1|SLC4A5_+_74517243.23-P1,15
SLC7A5,ENSG00000103257,SLC7A5_+_87903056.23-P1P2|SLC7A5_+_87902916.23-P1P2,8
SLC7A6OS,ENSG00000103061,SLC7A6OS_-_68344821.23-P1P2|SLC7A6OS_-_68344774.23-P1P2,5
SLC9B1,ENSG00000164037,SLC9B1_-_103940841.23-P1P2|SLC9B1_+_103940810.23-P1P2,15
PRELID3B,ENSG00000101166,SLMO2_-_57617833.23-P1P2|SLMO2_-_57617811.23-P1P2,8
SLU7,ENSG00000164609,SLU7_+_159846048.23-P1P2|SLU7_+_159846060.23-P1P2,11
SMAGP,ENSG00000170545,SMAGP_-_51664162.23-P1P2|SMAGP_-_51664165.23-P1P2,8
SMARCB1,ENSG00000099956,SMARCB1_-_24134004.23-P2|SMARCB1_+_24133953.23-P2,15
SMARCB1,ENSG00000099956,SMARCB1_+_24129228.23-P1|SMARCB1_-_24129238.23-P1,15
SMARCE1,ENSG00000073584,SMARCE1_-_38804030.23-P1P2|SMARCE1_+_38803858.23-P1P2,15
SMC1A,ENSG00000072501,SMC1A_-_53449606.23-P1P2|SMC1A_+_53449593.23-P1P2,1
SMC2,ENSG00000136824,SMC2_-_106856631.23-P1P2|SMC2_+_106856781.23-P1P2,19
SMC3,ENSG00000108055,SMC3_-_112327541.23-P1P2|SMC3_+_112327512.23-P1P2,1
SMC4,ENSG00000113810,SMC4_-_160117471.23-P1|SMC4_-_160117489.23-P1,19
SMC4,ENSG00000113810,SMC4_-_160122206.23-P2|SMC4_-_160122169.23-P2,15
SMC5,ENSG00000198887,SMC5_+_72874111.23-P1P2|SMC5_-_72873963.23-P1P2,15
SMC6,ENSG00000163029,SMC6_-_17935048.23-P1P2|SMC6_+_17935063.23-P1P2,15
SMG1,ENSG00000157106,SMG1_+_18937294.23-P1P2|SMG1_-_18937299.23-P1P2,19
SMG5,ENSG00000198952,SMG5_+_156252585.23-P1P2|SMG5_-_156252584.23-P1P2,8
SMG6,ENSG00000070366,SMG6_-_2206815.23-P1P2|SMG6_+_2206838.23-P1P2,15
SMN2,ENSG00000205571,SMN2_-_69345531.23-ENST00000380743.4|SMN2_+_69345485.23-ENST00000380743.4,9
SMU1,ENSG00000122692,SMU1_+_33076608.23-P1P2|SMU1_-_33076622.23-P1P2,14
SMUG1,ENSG00000123415,SMUG1_+_54582758.23-P1P2|SMUG1_-_54582517.23-P1P2,15
SNAPC1,ENSG00000023608,SNAPC1_-_62229148.23-P1P2|SNAPC1_-_62229166.23-P1P2,11
SNAPC2,ENSG00000104976,SNAPC2_-_7985249.23-P1P2|SNAPC2_+_7985235.23-P1P2,2
SNAPC3,ENSG00000164975,SNAPC3_-_15422880.23-P1P2|SNAPC3_+_15422891.23-P1P2,15
SNAPC4,ENSG00000165684,SNAPC4_-_139271939.23-P1P2|SNAPC4_+_139271610.23-P1P2,15
SNAPC5,ENSG00000174446,SNAPC5_-_66790097.23-P1P2|SNAPC5_+_66790086.23-P1P2,2
SNF8,ENSG00000159210,SNF8_+_47022133.23-P1P2|SNF8_+_47022127.23-P1P2,15
SNIP1,ENSG00000163877,SNIP1_+_38019681.23-P1P2|SNIP1_+_38019797.23-P1P2,14
SNRNP200,ENSG00000144028,SNRNP200_+_96971234.23-P1P2|SNRNP200_-_96971287.23-P1P2,11
SNRNP25,ENSG00000161981,SNRNP25_-_103898.23-P1P2|SNRNP25_-_103870.23-P1P2,8
SNRNP27,ENSG00000124380,SNRNP27_-_70121148.23-P1P2|SNRNP27_+_70121140.23-P1P2,1
SNRNP35,ENSG00000184209,SNRNP35_+_123942733.23-P1P2|SNRNP35_-_123942744.23-P1P2,8
SNRNP40,ENSG00000060688,SNRNP40_+_31769624.23-P1P2|SNRNP40_+_31769621.23-P1P2,8
SNRNP48,ENSG00000168566,SNRNP48_-_7590517.23-P1P2|SNRNP48_-_7590481.23-P1P2,1
SNRNP70,ENSG00000104852,SNRNP70_-_49588721.23-P1P2|SNRNP70_+_49588915.23-P1P2,14
SNRPA1,ENSG00000131876,SNRPA1_+_101835417.23-P1P2|SNRPA1_-_101835035.23-P1P2,14
SNRPB,ENSG00000125835,SNRPB_+_2451405.23-P1P2|SNRPB_+_2451365.23-P1P2,14
SNRPC,ENSG00000124562,SNRPC_+_34725323.23-P1P2|SNRPC_-_34725456.23-P1P2,5
SNRPD1,ENSG00000167088,SNRPD1_+_19192365.23-P1P2|SNRPD1_+_19192288.23-P1P2,9
SNRPD3,ENSG00000100028,SNRPD3_+_24951964.23-P1P2|SNRPD3_+_24951988.23-P1P2,9
SNRPE,ENSG00000182004,SNRPE_-_203830935.23-P1P2|SNRPE_-_203830890.23-P1P2,11
SNRPF,ENSG00000139343,SNRPF_-_96252774.23-P1P2|SNRPF_-_96252795.23-P1P2,9
SNRPG,ENSG00000143977,SNRPG_-_70520494.23-P1P2|SNRPG_-_70520827.23-P1P2,14
SNUPN,ENSG00000169371,SNUPN_+_75918041.23-P1P2|SNUPN_+_75918062.23-P1P2,15
SNW1,ENSG00000100603,SNW1_+_78221331.23-P2|SNW1_+_78221318.23-P2,15
SNW1,ENSG00000100603,SNW1_+_78227421.23-P1|SNW1_+_78227503.23-P1,14
SNX15,ENSG00000110025,SNX15_-_64795079.23-P2|SNX15_+_64794991.23-P2,15
SNX15,ENSG00000110025,SNX15_+_64781852.23-P1|SNX15_-_64781624.23-P1,2
SOD1,ENSG00000142168,SOD1_+_33032480.23-P1P2|SOD1_+_33032477.23-P1P2,15
SOD2,ENSG00000112096,SOD2_+_160114265.23-P1P2|SOD2_+_160114227.23-P1P2,15
SON,ENSG00000159140,SON_-_34915392.23-P1|SON_-_34915373.23-P1,1
SP2,ENSG00000167182,SP2_-_45973616.23-P1P2|SP2_-_45973659.23-P1P2,15
SPATA5,ENSG00000145375,SPATA5_-_123844261.23-P1P2|SPATA5_-_123844278.23-P1P2,15
SPATA5L1,ENSG00000171763,SPATA5L1_+_45694589.23-P1P2|SPATA5L1_+_45694633.23-P1P2,15
SPC24,ENSG00000161888,SPC24_+_11266448.23-P1P2|SPC24_+_11266414.23-P1P2,14
SPC25,ENSG00000152253,SPC25_+_169746860.23-P1P2|SPC25_+_169746886.23-P1P2,14
SPCS2,ENSG00000118363,SPCS2_-_74660310.23-P1P2|SPCS2_+_74660597.23-P1P2,15
SPCS3,ENSG00000129128,SPCS3_-_177242413.23-P2|SPCS3_-_177242377.23-P2,15
SPCS3,ENSG00000129128,SPCS3_+_177241168.23-P1|SPCS3_+_177241171.23-P1,15
SPDL1,ENSG00000040275,SPDL1_+_169010824.23-P1P2|SPDL1_-_169010834.23-P1P2,15
SPDYE2,ENSG00000205238,SPDYE2_-_102196628.23-ENST00000341656.4|SPDYE2_+_102196618.23-ENST00000341656.4,8
SPDYE2,ENSG00000205238,SPDYE2_+_102191744.23-ENST00000432940.1-ENST00000507918.1|SPDYE2_+_102191690.23-ENST00000432940.1-ENST00000507918.1,15
SPRTN,ENSG00000010072,SPRTN_-_231474045.23-P1P2|SPRTN_+_231474047.23-P1P2,15
SPTSSA,ENSG00000165389,SPTSSA_+_34931416.23-P1P2|SPTSSA_+_34931459.23-P1P2,8
SRBD1,ENSG00000068784,SRBD1_-_45838340.23-P1P2|SRBD1_+_45838356.23-P1P2,15
SRCAP,ENSG00000080603,SRCAP_-_30710672.23-P1P2|SRCAP_-_30710513.23-P1P2,8
SRF,ENSG00000112658,SRF_+_43139367.23-P1P2|SRF_-_43139626.23-P1P2,15
SRFBP1,ENSG00000151304,SRFBP1_-_121297703.23-P1P2|SRFBP1_+_121297913.23-P1P2,22
SRP14,ENSG00000140319,SRP14_+_40331287.23-P1P2|SRP14_-_40330986.23-P1P2,15
SRP19,ENSG00000153037,SRP19_+_112197015.23-P1P2|SRP19_+_112197012.23-P1P2,8
SRP54,ENSG00000100883,SRP54_-_35452258.23-P1P2|SRP54_-_35452459.23-P1P2,12
SRP68,ENSG00000167881,SRP68_+_74068540.23-P1P2|SRP68_-_74068607.23-P1P2,8
SRP72,ENSG00000174780,SRP72_-_57333845.23-P1P2|SRP72_-_57333814.23-P1P2,15
SRP9,ENSG00000143742,SRP9_-_225965560.23-P1P2|SRP9_-_225965515.23-P1P2,15
SRPRB,ENSG00000144867,SRPRB_+_133524699.23-P1P2|SRPRB_+_133524690.23-P1P2,8
SRRM1,ENSG00000133226,SRRM1_+_24970012.23-P1P2|SRRM1_-_24969785.23-P1P2,26
SRRM2,ENSG00000167978,SRRM2_-_2802729.23-P1P2|SRRM2_-_2802723.23-P1P2,2
SRRT,ENSG00000087087,SRRT_+_100472814.23-P1P2|SRRT_+_100472790.23-P1P2,3
SRSF1,ENSG00000136450,SRSF1_-_56084574.23-P1P2|SRSF1_-_56084638.23-P1P2,3
SRSF10,ENSG00000188529,SRSF10_-_24306779.23-P1P2|SRSF10_-_24306749.23-P1P2,1
SRSF11,ENSG00000116754,SRSF11_+_70671425.23-P1|SRSF11_+_70671413.23-P1,15
SRSF11,ENSG00000116754,SRSF11_+_70687220.23-P2|SRSF11_-_70687171.23-P2,8
SRSF2,ENSG00000161547,SRSF2_+_74733314.23-P1P2|SRSF2_+_74733361.23-P1P2,8
SRSF6,ENSG00000124193,SRSF6_+_42086965.23-P1|SRSF6_-_42086572.23-P1,8
SRSF7,ENSG00000115875,SRSF7_+_38978481.23-P1P2|SRSF7_-_38978026.23-P1P2,3
SS18L2,ENSG00000008324,SS18L2_-_42632410.23-P1P2|SS18L2_-_42632379.23-P1P2,15
SSBP1,ENSG00000106028,SSBP1_+_141438412.23-P1P2|SSBP1_+_141438407.23-P1P2,12
SSBP3,ENSG00000157216,SSBP3_+_54872054.23-P1P2|SSBP3_+_54872057.23-P1P2,8
SSRP1,ENSG00000149136,SSRP1_-_57102976.23-P1P2|SSRP1_-_57103355.23-P1P2,13
SSU72,ENSG00000160075,SSU72_-_1509959.23-P1P2|SSU72_+_1509976.23-P1P2,26
SSX4,ENSG00000268009,SSX4_-_48242891.23-ENST00000376886.2|SSX4_-_48242899.23-ENST00000376886.2,15
STARD7,ENSG00000084090,STARD7_-_96874031.23-P1P2|STARD7_+_96874548.23-P1P2,2
STAT5A,ENSG00000126561,STAT5A_-_40440912.23-P1P2|STAT5A_-_40440847.23-P1P2,15
STIL,ENSG00000123473,STIL_-_47779785.23-P1P2|STIL_+_47779776.23-P1P2,15
STRAP,ENSG00000023734,STRAP_+_16035370.23-P1P2|STRAP_+_16035493.23-P1P2,8
STRIP1,ENSG00000143093,STRIP1_-_110577243.23-P1P2|STRIP1_-_110577278.23-P1P2,15
STX18,ENSG00000168818,STX18_+_4543702.23-P1P2|STX18_+_4543725.23-P1P2,15
STX5,ENSG00000162236,STX5_+_62599500.23-P1P2|STX5_+_62599448.23-P1P2,8
SUGP1,ENSG00000105705,SUGP1_-_19431214.23-P1P2|SUGP1_-_19431183.23-P1P2,15
SUGT1,ENSG00000165416,SUGT1_+_53227010.23-P1P2|SUGT1_-_53227058.23-P1P2,15
SUMO2,ENSG00000188612,SUMO2_+_73178795.23-P1P2|SUMO2_-_73178625.23-P1P2,8
SUPT16H,ENSG00000092201,SUPT16H_-_21851767.23-P1P2|SUPT16H_-_21851725.23-P1P2,13
SUPT4H1,ENSG00000213246,SUPT4H1_-_56429520.23-P1P2|SUPT4H1_-_56429477.23-P1P2,1
SUPT5H,ENSG00000196235,SUPT5H_-_39936298.23-P1P2|SUPT5H_-_39936257.23-P1P2,13
SUPT6H,ENSG00000109111,SUPT6H_+_26989285.23-P1P2|SUPT6H_+_26989271.23-P1P2,13
SUPV3L1,ENSG00000156502,SUPV3L1_+_70940042.23-P1P2|SUPV3L1_+_70940020.23-P1P2,12
SURF6,ENSG00000148296,SURF6_+_136202983.23-P1P2|SURF6_-_136202973.23-P1P2,23
SYF2,ENSG00000117614,SYF2_-_25558938.23-P1P2|SYF2_+_25558954.23-P1P2,14
SYMPK,ENSG00000125755,SYMPK_+_46366344.23-P1P2|SYMPK_+_46366386.23-P1P2,3
SYS1,ENSG00000204070,SYS1_+_43991817.23-P1P2|SYS1_+_43991799.23-P1P2,8
TACC3,ENSG00000013810,TACC3_-_1723252.23-P1|TACC3_-_1723216.23-P1,1
TACC3,ENSG00000013810,TACC3_+_1725320.23-P2|TACC3_+_1725283.23-P2,15
TADA2A,ENSG00000276234,TADA2A_-_35767029.23-P1P2|TADA2A_-_35766991.23-P1P2,8
TADA3,ENSG00000171148,TADA3_+_9834144.23-P1P2|TADA3_-_9834393.23-P1P2,15
TAF1,ENSG00000147133,TAF1_-_70586444.23-P1P2|TAF1_+_70586687.23-P1P2,13
TAF10,ENSG00000166337,TAF10_-_6633436.23-P1P2|TAF10_+_6633406.23-P1P2,13
TAF12,ENSG00000120656,TAF12_+_28969568.23-P1P2|TAF12_+_28969521.23-P1P2,13
TAF1B,ENSG00000115750,TAF1B_-_9983662.23-P1P2|TAF1B_+_9983626.23-P1P2,8
TAF1C,ENSG00000103168,TAF1C_+_84220626.23-P1P2|TAF1C_-_84220621.23-P1P2,8
TAF1D,ENSG00000166012,TAF1D_-_93471390.23-P2|TAF1D_+_93471338.23-P2,8
TAF1D,ENSG00000166012,TAF1D_-_93474665.23-P1|TAF1D_+_93474608.23-P1,7
TAF2,ENSG00000064313,TAF2_-_120844853.23-P1P2|TAF2_-_120845040.23-P1P2,13
TAF5,ENSG00000148835,TAF5_-_105127776.23-P1P2|TAF5_+_105127794.23-P1P2,8
TAF6,ENSG00000106290,TAF6_-_99716931.23-P1P2|TAF6_+_99716935.23-P1P2,13
TAF7,ENSG00000178913,TAF7_+_140700244.23-P1P2|TAF7_+_140700317.23-P1P2,1
TAF8,ENSG00000137413,TAF8_-_42018330.23-P1P2|TAF8_+_42018316.23-P1P2,13
TAMM41,ENSG00000144559,TAMM41_-_11888321.23-P1P2|TAMM41_-_11888331.23-P1P2,15
TANGO6,ENSG00000103047,TANGO6_-_68877660.23-P1P2|TANGO6_-_68877504.23-P1P2,5
TARDBP,ENSG00000120948,TARDBP_-_11072919.23-P1P2|TARDBP_+_11072781.23-P1P2,15
TARS,ENSG00000113407,TARS_+_33441121.23-P1P2|TARS_+_33441139.23-P1P2,12
TARS2,ENSG00000143374,TARS2_-_150459943.23-P1P2|TARS2_-_150459914.23-P1P2,8
TBC1D28,ENSG00000189375,TBC1D28_-_18545637.23-ENST00000345096.4|TBC1D28_+_18545467.23-ENST00000345096.4,15
TBC1D3,ENSG00000274611,TBC1D3_-_36357859.23-ENST00000537432.1|TBC1D3_-_36357846.23-ENST00000537432.1,8
TBCA,ENSG00000171530,TBCA_+_77072022.23-P1P2|TBCA_-_77071772.23-P1P2,15
TBCB,ENSG00000105254,TBCB_-_36606452.23-P1P2|TBCB_-_36606424.23-P1P2,2
TBCC,ENSG00000124659,TBCC_-_42713803.23-P1P2|TBCC_-_42713815.23-P1P2,15
TBCE,ENSG00000285053,TBCE_-_235530783.23-P1P2|TBCE_+_235530696.23-P1P2,15
TBL3,ENSG00000183751,TBL3_-_2022111.23-P1P2|TBL3_+_2022121.23-P1P2,22
TBP,ENSG00000112592,TBP_-_170863481.23-P1P2|TBP_-_170863462.23-P1P2,8
TCERG1,ENSG00000113649,TCERG1_-_145826915.23-P1P2|TCERG1_-_145826962.23-P1P2,10
TCOF1,ENSG00000070814,TCOF1_-_149737329.23-P1P2|TCOF1_+_149737342.23-P1P2,15
TCP1,ENSG00000120438,TCP1_-_160210626.23-P1P2|TCP1_+_160210609.23-P1P2,28
TDGF1,ENSG00000241186,TDGF1_-_46619550.23-P1P2|TDGF1_-_46619494.23-P1P2,15
TEAD3,ENSG00000007866,TEAD3_-_35464797.23-P1P2|TEAD3_-_35464741.23-P1P2,15
TEFM,ENSG00000172171,TEFM_+_29233191.23-P1P2|TEFM_+_29233099.23-P1P2,15
TELO2,ENSG00000100726,TELO2_-_1543415.23-P1P2|TELO2_-_1543611.23-P1P2,8
TEN1,ENSG00000257949,TEN1_-_73975358.23-P1P2|TEN1_+_73975344.23-P1P2,8
TERF1,ENSG00000147601,TERF1_-_73921127.23-P1P2|TERF1_-_73921145.23-P1P2,15
TERF2,ENSG00000132604,TERF2_+_69419852.23-P1P2|TERF2_+_69419708.23-P1P2,11
TEX10,ENSG00000136891,TEX10_+_103115177.23-P1P2|TEX10_+_103115133.23-P1P2,23
TFAM,ENSG00000108064,TFAM_+_60145205.23-P1P2|TFAM_-_60145223.23-P1P2,8
TFB2M,ENSG00000162851,TFB2M_+_246729456.23-P1P2|TFB2M_+_246729462.23-P1P2,15
TFDP1,ENSG00000198176,TFDP1_+_114239040.23-P1P2|TFDP1_-_114239078.23-P1P2,15
TFIP11,ENSG00000100109,TFIP11_+_26908413.23-P1P2|TFIP11_+_26908398.23-P1P2,11
TFRC,ENSG00000072274,TFRC_+_195808926.23-P1P2|TFRC_+_195808942.23-P1P2,8
TGS1,ENSG00000137574,TGS1_+_56686046.23-P1P2|TGS1_+_56686066.23-P1P2,8
THAP1,ENSG00000131931,THAP1_+_42698211.23-P1P2|THAP1_-_42698019.23-P1P2,26
THAP11,ENSG00000168286,THAP11_+_67876226.23-P1P2|THAP11_-_67876223.23-P1P2,8
THG1L,ENSG00000113272,THG1L_-_157158658.23-P1P2|THG1L_-_157158472.23-P1P2,12
THOC1,ENSG00000079134,THOC1_-_268006.23-P1P2|THOC1_-_268026.23-P1P2,4
THOC2,ENSG00000125676,THOC2_+_122866836.23-P1P2|THOC2_-_122866493.23-P1P2,4
THOC3,ENSG00000051596,THOC3_-_175395258.23-P1P2|THOC3_-_175395273.23-P1P2,4
THOC5,ENSG00000100296,THOC5_-_29949679.23-P1P2|THOC5_-_29949705.23-P1P2,4
THOC6,ENSG00000131652,THOC6_-_3074073.23-P1P2|THOC6_+_3074256.23-P1P2,17
THOC7,ENSG00000163634,THOC7_-_63849512.23-P1P2|THOC7_-_63849519.23-P1P2,10
TICRR,ENSG00000140534,TICRR_-_90118737.23-P1P2|TICRR_+_90118911.23-P1P2,21
TIGD1,ENSG00000221944,TIGD1_-_233415185.23-P1P2|TIGD1_-_233415192.23-P1P2,8
TIMELESS,ENSG00000111602,TIMELESS_-_56842914.23-P1P2|TIMELESS_-_56842929.23-P1P2,1
TIMM10,ENSG00000134809,TIMM10_+_57298154.23-P1P2|TIMM10_-_57298218.23-P1P2,15
TIMM13,ENSG00000099800,TIMM13_+_2427547.23-P1P2|TIMM13_-_2427532.23-P1P2,12
TIMM22,ENSG00000177370,TIMM22_-_900407.23-P1P2|TIMM22_-_900430.23-P1P2,8
TIMM23B,ENSG00000204152,TIMM23B_-_51371488.23-P1P2|TIMM23B_-_51371437.23-P1P2,16
TIMM44,ENSG00000104980,TIMM44_-_8008522.23-P1P2|TIMM44_+_8008475.23-P1P2,16
TIMM8A,ENSG00000126953,TIMM8A_-_100603638.23-P1P2|TIMM8A_-_100603477.23-P1P2,15
TIMM9,ENSG00000100575,TIMM9_-_58893843.23-P1P2|TIMM9_-_58893848.23-P1P2,8
TINF2,ENSG00000092330,TINF2_+_24711802.23-P1P2|TINF2_+_24711839.23-P1P2,8
